From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage	Taxonomic lineage (Ids)
UniRef100_A0A5D3FH59	A0A5D3FH59	A0A5D3FH59_9ACTN	Agmatinase family protein	FXF68_26280	Actinomadura decatromicini	397	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)
UniRef100_A0A5E8GW62	A0A5E8GW62	A0A5E8GW62_ROSAD	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family (EC 3.5.3.11)	SADFL11_1120	Roseibium alexandrii (strain DSM 17067 / NCIMB 14079 / DFL-11) (Labrenzia alexandrii)	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Stappiaceae (family), Roseibium (genus), Roseibium alexandrii (species)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 2821832 (family), 150830 (genus), 388408 (species)
UniRef100_A0A5J4KFU9	A0A5J4KFU9	A0A5J4KFU9_9CHLR	Agmatinase	KTAU_39350	Thermogemmatispora aurantia	395	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Chloroflexota (phylum), Ktedonobacteria (class), Thermogemmatisporales (order), Thermogemmatisporaceae (family), Thermogemmatispora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 200795 (phylum), 388447 (class), 768667 (order), 768668 (family), 768669 (genus)
UniRef100_A0A5J5K752	A0ABQ4FBM8	A0ABQ4FBM8_9ACTN	Agmatinase	Mam01_23730	Microbispora amethystogenes	375	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2005 (genus)
UniRef100_A0A5J5K752	A0A5J5K752	A0A5J5K752_9ACTN	Agmatinase family protein	F5972_05665	Microbispora cellulosiformans	375	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 2005 (genus)
UniRef100_A0A5M3VNL4	A0A5M3VNL4	A0A5M3VNL4_9ACTN	Agmatinase	Acor_04380	Acrocarpospora corrugata	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Acrocarpospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 90974 (genus)
UniRef100_A0A5M3WXU7	A0A5M3WXU7	A0A5M3WXU7_9ACTN	Agmatinase	Amac_068230	Acrocarpospora macrocephala	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Acrocarpospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 90974 (genus)
UniRef100_A0A5M3XUV9	A0A5M3XUV9	A0A5M3XUV9_9ACTN	Agmatinase	Aple_078840	Acrocarpospora pleiomorpha	373	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Acrocarpospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 90974 (genus)
UniRef100_A0A5N5VGT5	A0A5N5VGT5	A0A5N5VGT5_MYCPH	Agmatinase	MPHL21000_02050	Mycolicibacterium phlei DSM 43239 = CCUG 21000	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium phlei (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus), 1771 (species)
UniRef100_A0A5S4H8R8	A0A5S4H8R8	A0A5S4H8R8_9ACTN	Agmatinase	ETD96_07120	Actinomadura geliboluensis	380	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)
UniRef100_A0A5S9N8P2	A0ABY3DXM6	A0ABY3DXM6_9HYPH	Agmatinase	FO470_05450	Ancylobacter moscoviensis	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_A0A5S9N8P2	A0A5S9N8P2	A0A5S9N8P2_9HYPH	Agmatinase (EC 3.5.3.11)	speB_1 STARVERO_00209	Starkeya nomas	402	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Starkeya (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 152053 (genus)
UniRef100_A0A5S9PX60	A0A5S9PX60	A0A5S9PX60_MYCVN	Guanidinobutyrase (EC 3.5.3.7)	gbuA_1 AELLOGFF_00737	Mycolicibacterium vanbaalenii (Mycobacterium vanbaalenii)	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A640VIE1	A0A640VIE1	A0A640VIE1_9RHOB	Agmatinase	So717_00610	Roseobacter cerasinus	412	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 2433 (genus)
UniRef100_A0A6F8ZIQ2	A0A6F8ZIQ2	A0A6F8ZIQ2_9FIRM	Putative agmatinase 2 (EC 3.5.3.11)	speB R50_2262	Candidatus Hydrogenisulfobacillus filiaventi	371	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Eubacteriales incertae sedis (no rank), Clostridiales Family XVII. Incertae Sedis (family), Candidatus Hydrogenisulfobacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 186801 (class), 186802 (order), 538999 (no rank), 539000 (family), 3037695 (genus)
UniRef100_A0A6G4WGK2	A0A6G4WGK2	A0A6G4WGK2_9HYPH	Agmatinase family protein	G6N73_22645	Allomesorhizobium camelthorni	382	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Phyllobacteriaceae (family), Allomesorhizobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 69277 (family), 3143699 (genus)
UniRef100_A0A6H1TXK2	A0A6H1TXK2	A0A6H1TXK2_9CYAN	Agmatinase (EC 3.5.3.11)	speB HCG48_12495	Oxynema aestuarii AP17	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Oscillatoriales (order), Oscillatoriaceae (family), Oxynema (genus), Oxynema aestuarii (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1150 (order), 1892254 (family), 1492710 (genus), 2874213 (species)
UniRef100_A0A6L8LT00	A0A6L8LT00	A0A6L8LT00_9RHOB	Agmatinase	GR167_13355	Thalassovita mangrovi	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Thalassovita (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 335927 (genus)
UniRef100_A0A6M8B6W7	A0A6M8B6W7	A0A6M8B6W7_9CYAN	Agmatinase family protein	HPC62_08545	Thermoleptolyngbya sichuanensis A183	394	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oculatellales (order), Oculatellaceae (family), Thermoleptolyngbya (genus), Thermoleptolyngbya sichuanensis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 3079748 (order), 2303507 (family), 2303528 (genus), 2885951 (species)
UniRef100_A0A6N4V8S7	A0A6N4V8S7	A0A6N4V8S7_9MYCO	Agmatinase	MPOR_11630	Mycolicibacterium poriferae	382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A6N8FFW2	A0A6N8FFW2	A0A6N8FFW2_9BACI	Agmatinase	GMD78_09135	Ornithinibacillus caprae	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Ornithinibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 484508 (genus)
UniRef100_A0A6N8FYN5	A0A6N8FYN5	A0A6N8FYN5_9CHRO	Agmatinase	BWI75_17435	Gloeocapsopsis dulcis AAB1 = 1H9	392	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Oscillatoriophycideae (subclass), Chroococcales (order), Chroococcaceae (family), Gloeocapsopsis (genus), Gloeocapsopsis dulcis (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1798711 (clade), 1117 (phylum), 3028117 (class), 1301283 (subclass), 1118 (order), 1890464 (family), 693222 (genus), 2859516 (species)
UniRef100_A0A6P1T0E8	A0A6P1T0E8	A0A6P1T0E8_9RHOB	Agmatinase	GO499_08550	Algicella marina	420	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Algicella (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 31989 (family), 3050722 (genus)
UniRef100_A0A6P1YMB7	A0A6P1YMB7	A0A6P1YMB7_9HYPH	Agmatinase family protein	G3A50_12825	Ancylobacter pratisalsi	401	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Hyphomicrobiales (order), Xanthobacteraceae (family), Ancylobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 356 (order), 335928 (family), 99 (genus)
UniRef100_A0A6V8KZY2	A0A6V8KZY2	A0A6V8KZY2_9ACTN	Agmatinase	Prum_017030	Phytohabitans rumicis	371	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Phytohabitans (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 907364 (genus)
UniRef100_A0A7C9J1C8	A0A7C9J1C8	A0A7C9J1C8_9ACTN	Agmatinase	GT755_08310	Herbidospora solisilvae	375	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Herbidospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 28443 (genus)
UniRef100_A0A7C9RW40	A0A7C9RW40	A0A7C9RW40_9PSEU	Agmatinase family protein	G7043_35860	Lentzea alba	376	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Lentzea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 165301 (genus)
UniRef100_A0A7D4A878	A0A7D4A878	A0A7D4A878_ACTVE	Arginase/agmatinase/formiminoglutamase	ACTIVE_6556	Actinomadura verrucosospora	403	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)
UniRef100_A0A7I7M3P4	A0A7I7M3P4	A0A7I7M3P4_9MYCO	Agmatinase	MPSYJ_02620	Mycolicibacterium psychrotolerans	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A7I7YQF1	A0A7I7YQF1	A0A7I7YQF1_9MYCO	Agmatinase	MPRM_13870	Mycobacterium parmense	387	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium simiae complex (no rank)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1763 (genus), 2249310 (no rank)
UniRef100_A0A7I8D9J2	A0A7I8D9J2	A0A7I8D9J2_9BACL	Agmatinase	skT53_01850	Effusibacillus dendaii	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Alicyclobacillaceae (family), Effusibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186823 (family), 1502725 (genus)
UniRef100_A0A7I9ZJN3	A0A7I9ZJN3	A0A7I9ZJN3_9MYCO	Agmatinase	MHIP_17080	Mycolicibacterium hippocampi	384	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 1762 (family), 1866885 (genus)
UniRef100_A0A7R9UK07	A0A7R9UK07	A0A7R9UK07_DIALT	Agmatinase	KFE25_007540	Diacronema lutheri (Unicellular marine alga) (Monochrysis lutheri)	400	cellular organisms (no rank), Eukaryota (domain), Haptista (clade), Haptophyta (phylum), Pavlovophyceae (class), Pavlovales (order), Pavlovaceae (family), Diacronema (genus)	131567 (no rank), 2759 (domain), 2608109 (clade), 2830 (phylum), 3435358 (class), 73026 (order), 418969 (family), 70451 (genus)
UniRef100_A0A7S7LBG4	A0A7S7LBG4	A0A7S7LBG4_9BACI	Agmatinase family protein	AWH56_009905	Anaerobacillus isosaccharinicus	385	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Anaerobacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186817 (family), 704093 (genus)
UniRef100_A0A7W7RE34	A0A7W7RE34	A0A7W7RE34_9ACTN	Agmatinase (EC 3.5.3.11)	F4561_001100	Lipingzhangella halophila	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Lipingzhangella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 1874625 (genus)
UniRef100_A0A7W8A2W3	A0A7W8A2W3	A0A7W8A2W3_9ACTN	Agmatinase (EC 3.5.3.11)	HNR40_002891	Nonomuraea endophytica	378	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)
UniRef100_A0A7W8Z1W0	A0A7W8Z1W0	A0A7W8Z1W0_9ACTN	Agmatinase (EC 3.5.3.11)	BJ981_001570	Sphaerisporangium krabiense	391	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_A0A7X0IFQ5	A0A7X0IFQ5	A0A7X0IFQ5_9ACTN	Agmatinase (EC 3.5.3.11)	BJ992_002273	Sphaerisporangium rubeum	383	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Sphaerisporangium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 321315 (genus)
UniRef100_A0A7X0LII8	A0A7X0LII8	A0A7X0LII8_9BACT	Agmatinase (EC 3.5.3.11)	HNQ40_000056	Algisphaera agarilytica	391	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), PVC group (clade), Planctomycetota (phylum), Phycisphaerae (class), Phycisphaerales (order), Phycisphaeraceae (family), Algisphaera (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783257 (clade), 203682 (phylum), 666505 (class), 666506 (order), 666507 (family), 1472699 (genus)
UniRef100_A0A7X0LIZ6	A0A7X0LIZ6	A0A7X0LIZ6_9BACT	Agmatinase (EC 3.5.3.11)	HNQ40_000055	Algisphaera agarilytica	388	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), PVC group (clade), Planctomycetota (phylum), Phycisphaerae (class), Phycisphaerales (order), Phycisphaeraceae (family), Algisphaera (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783257 (clade), 203682 (phylum), 666505 (class), 666506 (order), 666507 (family), 1472699 (genus)
UniRef100_A0A7X5ZQ94	A0A7X5ZQ94	A0A7X5ZQ94_9PSEU	Agmatinase (EC 3.5.3.11)	FHU38_001861	Saccharomonospora amisosensis	376	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Saccharomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1851 (genus)
UniRef100_A0A7X6GWN3	A0A7X6GWN3	A0A7X6GWN3_9RHOB	Agmatinase family protein	HCU73_04030	Roseicyclus persicicus	414	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Roseobacteraceae (family), Roseicyclus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204455 (order), 2854170 (family), 336277 (genus)
UniRef100_A0A7X6IA69	A0A7X6IA69	A0A7X6IA69_9BACT	Agmatinase family protein	MNODULE_04785	Candidatus Manganitrophus noduliformans	409	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Nitrospirota (phylum), Nitrospiria (class), Candidatus Troglogloeales (order), Candidatus Manganitrophaceae (family), Candidatus Manganitrophus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 40117 (phylum), 203693 (class), 2932361 (order), 2932362 (family), 2758103 (genus)
